intent,user_input,response
pricing,"How much would a medium custom tattoo cost?","Custom tattoos are priced at $150 per hour."
pricing,"How much would a big custom tattoo cost?","Large custom tattoos are priced at $150 per hour."
pricing,"How much do tattoos usually cost there?","The shop minimum is $150 and flash ranges from $150 to $600."
pricing,"How much should I expect to pay?","Tattoos start at the $150 minimum and go up depending on size or time."
pricing,"How much for something small and simple?","Small tattoos typically start at the $150 shop minimum."
pricing,"What’s the typical price range?","Flash tattoos range from $150 to $600 and custom work is $150 per hour."
pricing,"How much is a custom design tattoo?","Custom tattoos are priced at $150 per hour."
pricing,"How much do custom pieces run?","Custom tattoo work is $150 per hour."
pricing,"What’s the price for original designs?","Original or custom designs are priced at $150 per hour."
pricing,"How much is a small flash design?","Small flash tattoos cost $150."
pricing,"What do you charge for flash?","Flash tattoos range from $150 to $600 depending on size."
pricing,"How much would flash cost me?","Flash tattoos are priced from $150 to $600 based on size."
pricing,"How much for a large flash design?","Large flash tattoos are $450."
pricing,"How much for a very big flash tattoo?","Very large flash tattoos are $600."
pricing,"How much is a custom forearm tattoo?","Custom tattoos are priced at $150 per hour."
pricing,"How much would a sleeve cost roughly?","Sleeve tattoos are priced at $1000."
pricing,"How much for a full sleeve tattoo?","Full sleeve tattoos cost $1000."
pricing,"How much do arm sleeves run?","Arm sleeves are priced at $1000."
pricing,"What do large tattoos usually cost?","Large tattoos are typically priced hourly at $150 per hour."
pricing,"How much does a tattoo session cost?","Tattoo sessions are $150 per hour."
pricing,"What is the session rate?","The tattoo session rate is $150 per hour."
pricing,"How much is a tattoo appointment?","Tattoo appointments are priced at $150 per hour."
pricing,"How much would a medium flash flower cost?","Medium flash tattoos are priced at $300."
pricing,"How much for a big flash flower?","Large flash tattoos are priced at $450."
pricing,"How much is a giant flash piece?","Very large flash tattoos are $600."
pricing,"How much is flash art?","Flash tattoos range from $150 to $600 depending on size."
pricing,"What is the flash tattoo range?","Flash tattoos range from $150 for small to $600 for very large."
pricing,"How much would I pay for flash?","Flash tattoos are priced between $150 and $600 depending on size."
pricing,"What’s the smallest tattoo price?","The smallest tattoo price is the $150 shop minimum."
pricing,"How much is the starting price?","The starting price for tattoos is $150."
pricing,"How much for a starter tattoo?","Starter tattoos usually begin at the $150 shop minimum."
pricing,"How much is a quick flash tattoo?","Small flash tattoos are $150."
pricing,"What does a flash sheet tattoo cost?","Flash tattoos range from $150 to $600 depending on size."
pricing,"How much for a flash design from the wall?","Flash designs are priced from $150 to $600 depending on size."
pricing,"How much for a large custom tattoo?","Large custom tattoos are priced hourly at $150 per hour."
pricing,"What does a large custom piece cost?","Large custom pieces are priced at $150 per hour."
pricing,"How much for a detailed tattoo?","Detailed custom tattoos are priced hourly at $150."
pricing,"What is the price for complex tattoos?","Complex tattoos are priced at $150 per hour."
pricing,"How much is a tattoo consultation piece?","Custom tattoo work is $150 per hour with a $150 minimum."
pricing,"How much do custom projects cost?","Custom tattoo projects are priced at $150 per hour."
pricing,"How much for a custom arm tattoo?","Custom arm tattoos are priced hourly at $150."
pricing,"How much is a medium flash flower?","Medium flash tattoos cost $300."
pricing,"How much is a large flash flower?","Large flash tattoos cost $450."
pricing,"How much is a huge flash tattoo?","Very large flash tattoos cost $600."
pricing,"How much would flash cost for a medium design?","Medium flash tattoos are priced at $300."
pricing,"What’s the flash medium price?","Medium flash tattoos are $300."
pricing,"What’s the flash large price?","Large flash tattoos are $450."
pricing,"What’s the flash very large price?","Very large flash tattoos are $600."
pricing,"What do sleeves usually cost?","Sleeve tattoos are priced at $1000."
pricing,"How much do you charge for sleeves?","Sleeves are priced at $1000."
pricing,"What’s the cost of a sleeve tattoo?","Sleeve tattoos cost $1000."
pricing,"How much would a sleeve project be?","Sleeves are priced at $1000."
pricing,"What is the sleeve tattoo rate?","Sleeves are priced at $1000."
pricing,"How much does a tattoo artist charge per hour there?","The hourly rate is $150."
pricing,"What is your hourly tattoo rate again?","The hourly tattoo rate is $150."
pricing,"How much do you charge per session?","Tattoo sessions are $150 per hour."
pricing,"How much would a custom design take?","Custom tattoos are priced at $150 per hour."
pricing,"What is the cost of tattoo time?","Tattoo time is billed at $150 per hour."
pricing,"How much is the artist rate?","The artist rate is $150 per hour."
pricing,"What’s the tattoo rate?","The tattoo rate is $150 per hour."
pricing,"How much for an hour of tattooing?","One hour of tattooing is $150."
pricing,"How much for two hours of tattooing?","Tattoo work is $150 per hour."
pricing,"How much for a custom sleeve design?","Sleeve tattoos are priced at $1000."
pricing,"How much for a sleeve piece?","Sleeve tattoos cost $1000."
pricing,"What is the price for sleeve work?","Sleeves are priced at $1000."
pricing,"How much does a sleeve run?","Sleeve tattoos are priced at $1000."
pricing,"How much for a sleeve tattoo session?","Sleeve tattoos are priced at $1000."
pricing,"How much for a flash tattoo in general?","Flash tattoos range from $150 to $600 depending on size."
pricing,"How much is flash art from the sheet?","Flash pieces are priced from $150 to $600 depending on size."
pricing,"What do flash tattoos run?","Flash tattoos range from $150 to $600 depending on size."
pricing,"How much would flash cost for something small?","Small flash tattoos cost $150."
pricing,"How much would flash cost for something medium?","Medium flash tattoos cost $300."
pricing,"How much would flash cost for something big?","Large flash tattoos cost $450."
pricing,"How much would flash cost for something huge?","Very large flash tattoos cost $600."
design_idea,"I want a fine line tattoo","That sounds great! Fine line tattoos work best with clean simple designs. What kind of subject are you thinking about and where would you like it placed?"
design_idea,"I want a small fine line tattoo","Nice choice. Small fine line tattoos look great when the design stays simple. Do you have a reference image or idea?"
design_idea,"I'm thinking about a fine line tattoo","Fine line tattoos are great for delicate designs. What kind of design are you thinking about?"
design_idea,"Can you design a fine line tattoo for me?","I'd love to help with that. What subject or theme are you thinking about for the tattoo?"
design_idea,"I want a minimalist tattoo","Minimalist tattoos work really well with fine line techniques. What design did you have in mind?"
design_idea,"I want a delicate tattoo","Delicate tattoos are perfect for fine line work. Do you have an idea of the subject or size?"
design_idea,"I'm thinking of a small tattoo design","That sounds great. What kind of design are you thinking about and where would you like it placed?"
design_idea,"I want something simple","Simple designs are great for fine line tattoos. What subject or symbol are you thinking about?"
design_idea,"I want a tiny tattoo","Tiny tattoos work best when the design is simple and clean. What idea do you have in mind?"
design_idea,"I want a minimalist fine line tattoo","Minimalist fine line tattoos look great. Do you have a specific subject or reference image?"
design_idea,"Can you draw a fine line flower tattoo?","Flower tattoos work beautifully in fine line style. Do you have a specific flower in mind?"
design_idea,"I want a rose tattoo in fine line style","Fine line roses look great. What size and placement are you thinking about?"
design_idea,"I want a small floral tattoo","Floral tattoos work very well with fine line techniques. Do you have a specific flower in mind?"
design_idea,"I want a birth flower tattoo","Birth flower tattoos are a great fine line design. Which flower are you thinking about?"
